Tanggal Lahir,Pergawean,Status Kawin,Penghasilan per Tahun,Tanggungan Ortu,Tanggungan Anak,Mulai Berlangganan,Transaksi Terakhir,Sembako,Elektronik,Hobi,Pakaian,Buku,Kesehatan,Jml Transaksi Diskon,Jml Transaksi App,Jml Transaksi Web,Jml Transaksi Outlet,Jml Kunjungan App,Komplain,Pulau,Urutan Terima Penawaran
7/16/1979,Karyawan,Lajang,"Rp60.152.000,- ",0,1,-3119,6,325558,83877,300560,86215,58861,91702,1,6,4,12,3,Tidak pernah,Jawa,
10/3/1965,Karyawan,Berumahtangga,"Rp29.672.000,- ",1,1,-3135,6,9558,1877,3560,215,4861,8702,1,0,0,3,6,Tidak pernah,Bali,
12/30/1965,Karyawan,Berumahtangga,"Rp29.672.000,- ",1,1,-3135,6,9558,1877,3560,215,4861,8702,1,0,0,3,6,Tidak pernah,Jawa,
9/10/1947,Karyawan,Berumahtangga,"Rp70.321.000,- ",0,0,-3190,6,303558,23877,751560,82215,26861,191702,1,6,5,13,4,Tidak pernah,Jawa,5
4/23/1962,Karyawan,Menikah,"Rp56.181.000,- ",0,1,-3198,6,121558,103877,69560,8215,44861,48702,1,4,2,7,4,Tidak pernah,Jawa,
2/15/1990,Wirausaha,Menikah,"Rp24.279.000,- ",0,0,-3208,6,16558,36877,21560,20215,62861,108702,1,4,1,3,8,Tidak pernah,Jawa,
5/31/1969,Kepala Divisi,Menikah,"Rp68.462.000,- ",0,0,-3225,6,561558,64877,785560,84215,128861,48702,1,3,3,8,1,Tidak pernah,Jawa,
7/13/1976,Kepala Divisi,Menikah,"Rp55.424.000,- ",0,1,-3242,6,462558,61877,184560,10215,53861,107702,4,7,5,9,6,Tidak pernah,Jawa,"[2, 5]"
9/13/1973,Karyawan,Menikah,"Rp49.094.000,- ",0,1,-3307,6,376558,877,38560,11215,8861,69702,5,6,3,6,6,Tidak pernah,Jawa,
3/25/1961,C-level,Duda,"Rp59.184.000,- ",0,1,-3319,6,341558,142877,113560,259215,151861,66702,3,6,6,12,5,Tidak pernah,Jawa,
3/3/1987,Karyawan,Berumahtangga,"Rp67.430.000,- ",0,0,-3323,6,595558,97877,291560,127215,133861,121702,1,11,5,12,6,Tidak pernah,NTB,
7/3/1960,Manager,Menikah,"Rp30.522.000,- ",0,1,-3342,6,179558,8877,83560,19215,11861,26702,5,1,2,9,2,Tidak pernah,Jawa,
3/6/1977,C-level,Lajang,"Rp31.878.000,- ",0,1,-2668,7,23558,4877,5560,10215,5861,23702,1,1,0,4,3,Tidak pernah,Jawa,
8/2/1992,Karyawan,Lajang,"Rp83.528.000,- ",0,0,-2720,7,530558,117877,678560,134215,44861,147702,1,4,10,8,1,Tidak pernah,Jawa,"[0, 2, 5]"
7/28/1979,Karyawan,Berumahtangga,"Rp90.300.000,- ",0,0,-2838,7,594558,134877,786560,33215,134861,57702,0,5,6,8,1,Tidak pernah,Jawa,4
6/17/1978,Manager,Lajang,"Rp68.092.000,- ",0,0,-2856,7,852558,60877,207560,78215,36861,48702,2,2,6,10,5,Tidak pernah,Bali,
12/14/1972,Manager,Menikah,"Rp53.761.000,- ",1,1,-2922,7,158558,877,76560,13215,7861,71702,6,4,4,3,5,Tidak pernah,Kalimantan,
8/1/1973,Karyawan,Menikah,"Rp52.845.000,- ",1,0,-2981,7,384558,25877,292560,130215,41861,64702,3,8,8,6,6,Tidak pernah,Jawa,2
1/16/1976,Karyawan,Menikah,"Rp24.027.000,- ",1,0,-3046,7,14558,7877,11560,11215,861,5702,2,2,0,3,8,Tidak pernah,Jawa,
3/19/1979,C-level,Berumahtangga,"Rp7.500.000,- ",1,0,-3079,7,2558,8877,11560,3215,8861,21702,4,3,2,2,7,Tidak pernah,Sulawesi,
12/31/1955,Karyawan,Berumahtangga,"Rp42.586.000,- ",1,1,-3269,7,194558,2877,56560,215,861,702,5,4,1,6,8,Tidak pernah,Jawa,5
1/9/1955,Karyawan,Berumahtangga,"Rp42.586.000,- ",1,1,-3269,7,194558,2877,56560,215,861,702,5,4,1,6,8,Tidak pernah,Jawa,5
8/9/1973,Wirausaha,Berumahtangga,"Rp9.722.000,- ",1,0,-3296,7,6558,17877,16560,6215,16861,42702,4,3,1,3,8,Tidak pernah,Jawa,5
4/18/1975,Kepala Divisi,Menikah,"Rp86.836.000,- ",0,0,-3316,7,179558,21877,273560,215,21861,63702,1,6,10,6,5,Tidak pernah,Jawa,"[0, 2, 4, 5]"
2/26/1972,Karyawan,Menikah,"Rp30.467.000,- ",1,0,-2763,8,1558,3877,8560,2215,5861,5702,1,1,0,2,7,Tidak pernah,Sumatera,
6/13/1952,Kepala Divisi,Menikah,"Rp54.549.000,- ",0,1,-2779,8,216558,2877,6560,215,861,9702,2,5,1,4,7,Tidak pernah,Bali,
5/14/1982,Karyawan,Berumahtangga,"Rp19.444.000,- ",1,0,-2788,8,16558,877,23560,3215,2861,10702,3,4,1,2,7,Tidak pernah,Bali,5
1/3/1956,Manager,Berumahtangga,"Rp69.245.000,- ",0,1,-2817,8,428558,30877,214560,80215,30861,61702,2,6,5,10,3,Tidak pernah,Bali,
5/15/1963,Kepala Divisi,Cerai,"Rp72.968.000,- ",0,0,-2856,8,1092558,37877,592560,145215,37861,55702,1,5,5,8,3,Tidak pernah,Jawa,"[0, 5]"
7/31/1953,Karyawan,Menikah,"Rp48.686.000,- ",1,2,-2868,8,10558,877,7560,2215,861,1702,1,1,0,2,8,Tidak pernah,Jawa,
4/3/1990,Karyawan,Menikah,"Rp73.687.000,- ",0,0,-2874,8,559558,153877,503560,218215,13861,181702,1,3,9,9,2,Tidak pernah,Bali,"[0, 5]"
12/13/1944,Kepala Divisi,Lajang,"Rp82.716.000,- ",0,0,-2897,8,606558,148877,228560,15215,148861,22702,1,6,8,13,2,Tidak pernah,Sumatera,
10/11/1981,C-level,Menikah,"Rp35.523.000,- ",1,0,-2930,8,11558,5877,22560,12215,5861,11702,2,3,0,3,7,Tidak pernah,NTB,
10/22/1975,Kepala Divisi,Cerai,"Rp60.554.000,- ",1,0,-2985,8,588558,7877,76560,110215,15861,15702,2,8,4,9,6,Tidak pernah,Bali,
12/25/1956,Karyawan,Berumahtangga,"Rp64.090.000,- ",0,1,-2987,8,316558,58877,161560,76215,51861,135702,1,6,9,4,5,Tidak pernah,Bali,5
11/1/1965,Karyawan,Lajang,"Rp61.559.000,- ",0,1,-3008,8,279558,83877,88560,32215,14861,34702,1,4,2,10,3,Tidak pernah,Jawa,
7/28/1962,Kepala Divisi,Duda,"Rp71.670.000,- ",0,0,-3016,8,1462558,16877,128560,215,861,160702,1,5,3,6,6,Tidak pernah,Jawa,"[1, 3, 4, 5]"
12/9/1951,Kepala Divisi,Duda,"Rp67.680.000,- ",0,1,-3044,8,546558,877,48560,215,6861,6702,1,7,3,8,5,Tidak pernah,Kalimantan,
4/2/1981,Karyawan,Menikah,"Rp54.386.000,- ",0,1,-3069,8,277558,21877,64560,62215,21861,25702,2,3,2,10,3,Tidak pernah,Jawa,
7/6/1953,Kepala Divisi,Lajang,"Rp64.108.000,- ",0,1,-3124,8,948558,10877,86560,13215,21861,21702,4,6,9,11,5,Tidak pernah,Kalimantan,
6/28/1951,Kepala Divisi,Berumahtangga,"Rp69.702.000,- ",0,1,-3156,8,664558,9877,240560,50215,19861,57702,2,7,7,10,4,Tidak pernah,Jawa,
9/3/1952,Karyawan,Lajang,"Rp47.958.000,- ",0,1,-3187,8,268558,11877,88560,15215,3861,22702,2,6,3,5,5,Tidak pernah,Bali,
1/28/1960,Karyawan,Menikah,"Rp67.716.000,- ",0,1,-3196,8,530558,142877,217560,62215,9861,56702,4,7,4,13,5,Tidak pernah,Sumatera,3
4/2/1971,Karyawan,Berumahtangga,"Rp34.600.000,- ",1,1,-3205,8,199558,33877,60560,8215,3861,15702,5,5,2,5,8,Tidak pernah,Jawa,5
6/9/1971,Karyawan,Berumahtangga,"Rp34.600.000,- ",1,1,-3205,8,199558,33877,60560,8215,3861,15702,5,5,2,5,8,Tidak pernah,Jawa,5
12/1/1969,Karyawan,Menikah,"Rp48.752.000,- ",1,1,-3225,8,73558,57877,100560,71215,15861,702,5,6,1,5,9,Tidak pernah,Jawa,5
11/14/1988,C-level,Menikah,"Rp15.716.000,- ",1,0,-3255,8,16558,5877,30560,8215,7861,26702,3,3,0,4,8,Pernah,Bali,
10/9/1952,Kepala Divisi,Cerai,"Rp46.610.000,- ",0,2,-3269,8,96558,12877,96560,33215,22861,43702,6,4,1,6,6,Tidak pernah,Kalimantan,5
9/1/1977,Karyawan,Menikah,"Rp74.985.000,- ",0,0,-3317,8,587558,51877,898560,247215,861,86702,1,3,6,7,2,Tidak pernah,NTB,
7/24/1945,Kepala Divisi,Lajang,"Rp45.576.000,- ",0,0,-2693,9,56558,19877,29560,2215,14861,25702,1,3,1,3,8,Tidak pernah,Jawa,5
11/15/1945,Kepala Divisi,Lajang,"Rp113.734.000,- ",0,0,-2693,9,6558,2877,3560,1215,262861,3702,0,27,0,0,1,Tidak pernah,Jawa,
6/27/1987,Karyawan,Lajang,"Rp57.100.000,- ",1,0,-2703,9,158558,11877,99560,15215,11861,17702,2,3,2,7,3,Tidak pernah,Bali,
1/1/1972,Karyawan,Menikah,"Rp24.434.000,- ",2,0,-2703,9,3558,2877,8560,20215,861,17702,2,2,1,2,7,Tidak pernah,Sulawesi,
10/19/1971,Kepala Divisi,Menikah,"Rp37.126.000,- ",1,0,-2752,9,45558,3877,9560,4215,4861,7702,1,1,2,2,6,Tidak pernah,Jawa,"[2, 5]"
12/27/1958,Karyawan,Lajang,"Rp45.160.000,- ",1,1,-2753,9,8558,2877,5560,3215,861,3702,1,1,0,2,7,Tidak pernah,Kalimantan,
8/9/1977,Karyawan,Berumahtangga,"Rp33.178.000,- ",1,0,-2811,9,12558,6877,2560,11215,2861,16702,1,1,0,3,4,Tidak pernah,Jawa,
6/29/1950,Manager,Duda,"Rp64.866.000,- ",0,1,-2815,9,508558,5877,21560,7215,5861,10702,4,7,3,7,5,Tidak pernah,Sumatera,3
8/17/1975,Manager,Berumahtangga,"Rp34.176.000,- ",0,1,-2819,9,11558,2877,7560,4215,2861,2702,1,1,0,3,3,Tidak pernah,Sumatera,
12/19/1968,Manager,Lajang,"Rp50.014.000,- ",1,0,-2819,9,234558,14877,77560,19215,10861,42702,2,4,1,8,5,Tidak pernah,Jawa,
8/29/1948,Karyawan,Menikah,"Rp92.344.000,- ",0,0,-2826,9,992558,24877,694560,51215,19861,119702,0,5,10,5,1,Tidak pernah,Kalimantan,"[2, 4]"
9/30/1970,Manager,Cerai,"Rp55.282.000,- ",1,0,-2859,9,125558,6877,73560,8215,4861,19702,1,3,1,6,4,Tidak pernah,Jawa,
6/7/1963,Kepala Divisi,Cerai,"Rp48.799.000,- ",0,1,-2897,9,174558,18877,81560,28215,6861,24702,3,3,2,7,3,Tidak pernah,Jawa,
11/9/1982,Kepala Divisi,Menikah,"Rp84.169.000,- ",0,0,-2987,9,1478558,19877,403560,215,19861,702,1,7,6,6,3,Tidak pernah,Jawa,"[3, 4, 5]"
9/13/1982,Kepala Divisi,Menikah,"Rp84.169.000,- ",0,0,-2987,9,1478558,19877,403560,215,19861,702,1,7,6,6,3,Tidak pernah,Bali,"[3, 4, 5]"
8/16/1971,Manager,Lajang,"Rp39.763.000,- ",1,0,-2990,9,80558,1877,60560,4215,6861,16702,2,5,1,2,9,Tidak pernah,Jawa,5
9/4/1975,Kepala Divisi,Cerai,"Rp74.165.000,- ",0,0,-3085,9,1001558,12877,240560,16215,12861,12702,1,5,4,10,2,Tidak pernah,Sumatera,
7/28/1965,Karyawan,Lajang,"Rp42.720.000,- ",1,1,-3092,9,392558,5877,91560,28215,26861,112702,8,7,3,7,8,Tidak pernah,NTB,5
9/25/1944,Karyawan,Menikah,"Rp65.275.000,- ",0,0,-3113,9,388558,14877,218560,91215,14861,21702,1,4,3,13,2,Tidak pernah,Jawa,
3/12/1961,Karyawan,Menikah,"Rp36.443.000,- ",1,1,-3172,9,65558,877,46560,4215,3861,20702,4,3,1,3,8,Tidak pernah,Jawa,
11/12/1952,Manager,Berumahtangga,"Rp43.776.000,- ",1,1,-3172,9,177558,2877,71560,3215,2861,20702,6,5,2,4,8,Tidak pernah,Bali,5
3/2/1965,Karyawan,Berumahtangga,"Rp56.046.000,- ",0,0,-3204,9,577558,877,64560,215,861,51702,2,10,1,8,8,Tidak pernah,NTB,"[2, 5]"
1/6/1958,Karyawan,Menikah,"Rp65.148.000,- ",0,1,-3251,9,460558,35877,422560,33215,12861,153702,2,6,6,7,4,Tidak pernah,Sumatera,
9/7/1955,Karyawan,Cerai,"Rp49.431.000,- ",0,1,-3356,9,219558,3877,100560,26215,861,17702,2,7,1,5,8,Tidak pernah,Jawa,
4/28/1961,Kepala Divisi,Berumahtangga,"Rp32.583.000,- ",1,1,-2675,10,5558,877,3560,215,861,1702,1,1,0,2,7,Tidak pernah,Jawa,
11/1/1979,Manager,Lajang,"Rp16.653.000,- ",1,0,-2733,10,5558,7877,31560,15215,4861,7702,3,2,1,3,6,Tidak pernah,Jawa,5
3/24/1971,C-level,Berumahtangga,"Rp26.850.000,- ",1,1,-2733,10,31558,1877,13560,7215,2861,9702,4,2,1,4,4,Tidak pernah,Jawa,
8/27/1968,Karyawan,Menikah,"Rp51.287.000,- ",1,1,-2750,10,117558,877,22560,13215,861,30702,3,4,1,3,7,Tidak pernah,Jawa,
7/4/1973,C-level,Menikah,"Rp43.050.000,- ",1,0,-2764,10,30558,5877,24560,6215,3861,8702,2,2,0,4,5,Tidak pernah,Jawa,
3/10/1969,Karyawan,Menikah,"Rp73.448.000,- ",0,0,-2800,10,236558,106877,189560,23215,41861,130702,1,7,2,9,4,Tidak pernah,Sumatera,
6/7/1992,Wirausaha,Menikah,"Rp17.256.000,- ",1,0,-2879,10,6558,4877,14560,8215,8861,22702,2,2,1,2,8,Tidak pernah,NTT,2
4/25/1961,Karyawan,Lajang,"Rp86.429.000,- ",0,0,-2881,10,464558,28877,873560,29215,18861,37702,0,7,4,7,2,Tidak pernah,Bali,"[0, 5]"
2/24/1983,Kepala Divisi,Menikah,"Rp33.569.000,- ",1,0,-2917,10,16558,2877,18560,3215,861,24702,1,1,1,2,8,Tidak pernah,Jawa,"[2, 5]"
8/9/1980,C-level,Berumahtangga,"Rp25.130.000,- ",1,0,-2931,10,2558,5877,7560,215,18861,18702,2,2,0,3,7,Tidak pernah,Sumatera,
8/4/1952,Karyawan,Menikah,"Rp62.998.000,- ",0,1,-2933,10,120558,58877,73560,65215,89861,58702,5,5,4,5,5,Tidak pernah,Sumatera,
1/15/1976,C-level,Berumahtangga,"Rp26.907.000,- ",1,1,-2974,10,9558,1877,7560,215,3861,2702,2,1,0,3,7,Tidak pernah,Jawa,
7/16/1976,C-level,Berumahtangga,"Rp26.907.000,- ",1,1,-2974,10,9558,1877,7560,215,3861,2702,2,1,0,3,7,Tidak pernah,Kalimantan,
8/17/1948,Kepala Divisi,Menikah,"Rp45.579.000,- ",0,1,-2974,10,145558,1877,33560,2215,1861,1702,1,4,1,4,6,Tidak pernah,Jawa,
3/16/1957,Karyawan,Berumahtangga,"Rp47.320.000,- ",0,1,-2993,10,200558,19877,111560,50215,15861,19702,6,5,1,8,6,Tidak pernah,Sumatera,
1/22/1976,Kepala Divisi,Cerai,"Rp70.179.000,- ",0,1,-3004,10,532558,88877,168560,69215,44861,133702,3,7,3,13,5,Tidak pernah,Bali,
3/15/1976,Kepala Divisi,Cerai,"Rp70.179.000,- ",0,1,-3004,10,532558,88877,168560,69215,44861,133702,3,7,3,13,5,Tidak pernah,NTT,
1/5/1986,Manager,Menikah,"Rp28.072.000,- ",1,0,-3017,10,30558,877,10560,2215,861,5702,1,1,0,3,7,Tidak pernah,Sumatera,
5/7/1954,Karyawan,Menikah,"Rp50.501.000,- ",1,1,-3037,10,297558,877,38560,13215,861,152702,7,5,4,4,6,Tidak pernah,Sulawesi,"[2, 5]"
9/15/1969,Karyawan,Berumahtangga,"Rp58.917.000,- ",1,2,-3123,10,151558,7877,89560,215,7861,28702,5,4,1,6,5,Tidak pernah,Bali,
2/3/1949,Karyawan,Berumahtangga,"Rp69.372.000,- ",0,0,-3156,10,997558,26877,269560,34215,13861,42702,1,10,4,6,4,Tidak pernah,Sumatera,"[3, 4, 5]"
10/19/1971,Manager,Menikah,"Rp35.178.000,- ",1,0,-3196,10,23558,1877,13560,2215,2861,18702,1,1,1,2,7,Tidak pernah,Jawa,"[2, 5]"
1/13/1971,Manager,Menikah,"Rp35.178.000,- ",1,0,-3196,10,23558,1877,13560,2215,2861,18702,1,1,1,2,7,Tidak pernah,Kalimantan,"[2, 5]"
7/10/1968,Karyawan,Cerai,"Rp75.693.000,- ",0,0,-3231,10,797558,153877,293560,72215,97861,30702,1,11,4,6,4,Tidak pernah,Jawa,"[0, 3, 4, 5]"
2/26/1982,Karyawan,Menikah,"Rp69.109.000,- ",0,0,-3258,10,823558,25877,459560,124215,29861,95702,1,6,6,7,4,Tidak pernah,NTT,"[4, 5]"
6/30/1982,Karyawan,Menikah,"Rp69.109.000,- ",0,0,-3258,10,823558,25877,459560,124215,29861,95702,1,6,6,7,4,Tidak pernah,Jawa,"[4, 5]"
7/27/1994,Karyawan,Berumahtangga,"Rp80.134.000,- ",0,0,-2796,11,966558,26877,282560,52215,26861,26702,1,2,7,11,5,Tidak pernah,Jawa,"[0, 1, 3, 4]"
1/15/1970,Karyawan,Cerai,"Rp64.713.000,- ",1,0,-2803,11,180558,60877,241560,13215,54861,54702,2,5,5,7,4,Tidak pernah,Kalimantan,5
3/14/1986,Karyawan,Cerai,"Rp41.411.000,- ",0,0,-2865,11,37558,32877,38560,11215,3861,18702,1,2,1,4,6,Tidak pernah,Jawa,
11/21/1983,Karyawan,Menikah,,1,0,-2887,11,5558,5877,6560,215,2861,1702,1,1,0,2,7,Tidak pernah,NTT,
3/28/1955,Kepala Divisi,Lajang,"Rp55.521.000,- ",1,2,-2911,11,416558,877,26560,215,861,4702,9,6,3,6,7,Tidak pernah,Jawa,"[3, 5]"
11/26/1968,Manager,Berumahtangga,"Rp43.795.000,- ",0,1,-2917,11,314558,11877,53560,4215,3861,107702,3,7,3,4,7,Tidak pernah,Jawa,"[3, 5]"
7/11/1970,Karyawan,Berumahtangga,"Rp22.070.000,- ",1,0,-2929,11,10558,7877,19560,8215,2861,21702,2,2,2,2,6,Tidak pernah,Bali,
10/19/1949,Manager,Menikah,"Rp36.408.000,- ",1,1,-2942,11,9558,1877,4560,3215,2861,3702,1,1,0,2,6,Tidak pernah,NTB,
4/7/1950,Karyawan,Berumahtangga,"Rp34.026.000,- ",1,1,-2989,11,18558,6877,15560,12215,8861,17702,3,2,1,3,5,Tidak pernah,Sumatera,
4/12/1950,Karyawan,Berumahtangga,"Rp34.026.000,- ",1,1,-2989,11,18558,6877,15560,12215,8861,17702,3,2,1,3,5,Tidak pernah,Jawa,
8/6/1976,Karyawan,Menikah,"Rp46.049.000,- ",1,1,-3004,11,342558,9877,112560,19215,14861,19702,10,5,2,9,7,Tidak pernah,Jawa,5
12/24/1972,Manager,Menikah,"Rp35.641.000,- ",1,0,-3011,11,63558,3877,67560,8215,9861,28702,2,3,1,4,7,Tidak pernah,Bali,5
8/20/1984,C-level,Berumahtangga,"Rp32.414.000,- ",0,0,-3021,11,20558,6877,5560,215,9861,12702,1,1,0,3,7,Tidak pernah,Bali,2
9/28/1955,Kepala Divisi,Menikah,"Rp59.821.000,- ",0,1,-3104,11,629558,877,70560,215,861,35702,6,11,2,7,8,Tidak pernah,Bali,
2/22/1980,Karyawan,Menikah,"Rp34.968.000,- ",1,0,-3106,11,158558,6877,45560,8215,2861,2702,7,3,2,5,7,Tidak pernah,Bali,
8/22/1967,Kepala Divisi,Menikah,"Rp56.320.000,- ",0,1,-3108,11,201558,53877,172560,116215,77861,83702,3,5,4,9,4,Tidak pernah,Jawa,
5/4/1969,Manager,Menikah,"Rp70.091.000,- ",1,0,-3116,11,964558,34877,137560,15215,861,11702,2,5,2,10,8,Tidak pernah,Jawa,3
11/12/1956,Karyawan,Berumahtangga,"Rp46.097.000,- ",0,1,-3116,11,72558,24877,68560,65215,4861,8702,5,3,1,6,4,Tidak pernah,Bali,
11/12/1963,Kepala Divisi,Cerai,"Rp41.003.000,- ",0,0,-3130,11,123558,133877,142560,71215,44861,88702,1,6,2,8,6,Tidak pernah,Bali,
7/13/1959,Karyawan,Berumahtangga,"Rp44.911.000,- ",0,1,-3132,11,159558,877,22560,2215,1861,31702,3,4,1,4,7,Tidak pernah,Jawa,
9/15/1975,Karyawan,Lajang,"Rp33.249.000,- ",1,0,-3155,11,6558,10877,21560,19215,14861,42702,2,2,1,3,6,Tidak pernah,Kalimantan,
4/14/1975,Karyawan,Lajang,"Rp33.249.000,- ",1,0,-3155,11,6558,10877,21560,19215,14861,42702,2,2,1,3,6,Tidak pernah,Jawa,
8/3/1950,Kepala Divisi,Cerai,"Rp42.873.000,- ",1,1,-3185,11,209558,877,40560,3215,2861,15702,4,6,1,4,8,Tidak pernah,Sumatera,
12/22/1969,Kepala Divisi,Menikah,"Rp51.039.000,- ",1,1,-3227,11,100558,64877,79560,65215,861,109702,2,6,2,4,7,Tidak pernah,Kalimantan,
7/18/1958,Kepala Divisi,Berumahtangga,"Rp78.952.000,- ",0,1,-3304,11,1170558,19877,594560,99215,76861,134702,2,2,5,12,6,Tidak pernah,Jawa,
4/19/1966,Manager,Cerai,"Rp29.435.000,- ",1,1,-3353,11,70558,3877,37560,4215,2861,64702,4,3,2,2,9,Tidak pernah,Sumatera,5
12/23/1954,Karyawan,Cerai,"Rp79.865.000,- ",0,1,-2672,12,71558,99877,278560,185215,121861,38702,1,5,10,5,1,Tidak pernah,Bali,
2/9/1988,Karyawan,Jomblo,"Rp34.176.000,- ",1,0,-2709,12,5558,7877,24560,19215,14861,20702,4,3,0,4,6,Tidak pernah,Sumatera,
6/19/1988,Karyawan,Lajang,"Rp34.176.000,- ",1,0,-2709,12,5558,7877,24560,19215,14861,20702,4,3,0,4,6,Tidak pernah,Sulawesi,
9/12/1970,Kepala Divisi,Berumahtangga,"Rp65.968.000,- ",0,1,-2709,12,376558,9877,83560,19215,4861,4702,2,5,4,7,3,Tidak pernah,Sumatera,
9/3/1956,Manager,Lajang,"Rp86.424.000,- ",0,0,-2746,12,387558,68877,569560,89215,45861,68702,1,6,9,12,1,Tidak pernah,Bali,
8/18/1966,Karyawan,Cerai,"Rp67.272.000,- ",0,1,-2851,12,357558,35877,271560,28215,28861,14702,3,6,2,12,5,Tidak pernah,Jawa,
9/17/1957,Karyawan,Lajang,"Rp78.499.000,- ",0,0,-2879,12,912558,72877,170560,47215,36861,97702,1,11,3,4,4,Tidak pernah,Sumatera,"[4, 5]"
12/21/1972,Karyawan,Berumahtangga,"Rp77.044.000,- ",0,1,-2906,12,625558,38877,242560,50215,34861,76702,2,7,11,11,4,Tidak pernah,Jawa,2
9/22/1993,Karyawan,Lajang,"Rp70.515.000,- ",0,0,-2912,12,420558,877,452560,182215,64861,140702,1,6,6,4,2,Tidak pernah,Papua,5
1/15/1975,Manager,Berumahtangga,"Rp17.459.000,- ",1,0,-2944,12,6558,4877,16560,3215,10861,30702,3,3,1,2,7,Tidak pernah,Jawa,5
11/20/1970,Kepala Divisi,Menikah,"Rp80.336.000,- ",0,0,-2954,12,209558,19877,456560,160215,142861,66702,1,2,9,13,1,Tidak pernah,Jawa,
11/26/1956,Karyawan,Menikah,"Rp15.759.000,- ",0,0,-2958,12,1558,2877,5560,6215,861,3702,1,1,0,2,7,Tidak pernah,Jawa,
2/31/1976,C-level,Berumahtangga,"Rp26.326.000,- ",0,0,-2959,12,1558,877,5560,215,3861,9702,1,0,0,3,3,Pernah,NTB,
12/6/1976,Karyawan,Berumahtangga,"Rp62.061.000,- ",0,1,-2963,12,641558,7877,84560,215,30861,38702,3,10,4,7,6,Tidak pernah,Jawa,3
5/20/1976,Karyawan,Menikah,"Rp5.305.000,- ",0,1,-2995,12,12558,4877,7560,1215,3861,5702,0,1,0,0,13,Tidak pernah,Sulawesi,
4/11/1982,Manager,Lajang,"Rp75.777.000,- ",0,0,-3021,12,712558,26877,538560,69215,13861,80702,1,3,6,11,1,Tidak pernah,Kalimantan,"[3, 4, 5]"
8/21/1982,Manager,Lajang,"Rp75.777.000,- ",0,0,-3021,12,712558,26877,538560,69215,13861,80702,1,3,6,11,1,Tidak pernah,Sulawesi,"[3, 4, 5]"
8/8/1971,Manager,Berumahtangga,"Rp71.499.000,- ",0,1,-3030,12,465558,25877,132560,136215,861,37702,2,8,3,13,4,Tidak pernah,Jawa,
8/31/1978,Kepala Divisi,Lajang,"Rp31.626.000,- ",1,0,-3076,12,39558,1877,9560,2215,1861,34702,1,2,1,2,7,Tidak pernah,NTB,"[2, 5]"
7/1/1992,Manager,Berumahtangga,"Rp42.670.000,- ",0,0,-3089,12,154558,2877,46560,20215,4861,15702,1,4,2,4,4,Tidak pernah,Bali,
12/8/1973,Karyawan,Lajang,"Rp83.917.000,- ",0,0,-3098,12,514558,22877,732560,42215,198861,79702,1,6,7,7,3,Tidak pernah,Jawa,5
8/2/1969,Manager,Berumahtangga,"Rp41.021.000,- ",1,0,-3207,12,14558,7877,9560,6215,16861,12702,2,2,0,3,6,Tidak pernah,Bali,5
12/7/1956,Karyawan,Menikah,"Rp79.456.000,- ",0,0,-3337,12,565558,42877,548560,64215,83861,99702,1,5,6,4,3,Tidak pernah,Jawa,5
11/10/1980,Manager,Cerai,"Rp78.789.000,- ",0,0,-3351,12,667558,50877,850560,21215,83861,83702,1,4,6,5,2,Tidak pernah,Jawa,5
12/17/1952,Kepala Divisi,Menikah,"Rp50.870.000,- ",0,1,-2671,13,53558,877,8560,215,861,2702,1,2,0,3,5,Tidak pernah,Jawa,
2/31/1983,Manager,Menikah,"Rp35.876.000,- ",0,0,-2731,13,66558,2877,40560,4215,3861,14702,1,3,1,3,6,Tidak pernah,Jawa,
5/24/1957,Karyawan,Menikah,"Rp23.539.000,- ",0,0,-2782,13,4558,24877,11560,16215,1861,25702,1,2,0,4,6,Tidak pernah,Sumatera,
6/30/1967,Manager,Lajang,"Rp32.557.000,- ",1,0,-2786,13,34558,3877,29560,215,4861,10702,3,2,1,3,5,Tidak pernah,Sumatera,5
7/14/1970,C-level,Menikah,"Rp62.466.000,- ",0,1,-2826,13,129558,129877,259560,168215,121861,83702,5,6,3,12,4,Tidak pernah,Jawa,
2/26/1970,C-level,Menikah,"Rp62.466.000,- ",0,1,-2826,13,129558,129877,259560,168215,121861,83702,5,6,3,12,4,Tidak pernah,Jawa,
6/22/1966,Karyawan,Menikah,"Rp54.198.000,- ",1,1,-2855,13,185558,877,28560,3215,2861,17702,6,3,1,6,4,Tidak pernah,Jawa,
9/6/1978,Kepala Divisi,Menikah,"Rp82.170.000,- ",0,0,-2877,13,1023558,93877,651560,49215,55861,37702,1,5,6,7,2,Tidak pernah,Bali,
4/21/1964,Kepala Divisi,Lajang,"Rp61.798.000,- ",0,0,-2879,13,338558,4877,89560,11215,8861,13702,1,4,2,9,4,Tidak pernah,Jawa,
5/24/1992,Wirausaha,Lajang,"Rp15.253.000,- ",1,0,-2905,13,1558,3877,3560,8215,1861,13702,2,1,0,3,7,Tidak pernah,Sumatera,
7/3/1988,Manager,Menikah,"Rp78.285.000,- ",0,0,-2905,13,647558,107877,391560,175215,67861,40702,1,6,4,10,3,Tidak pernah,NTB,
5/28/1955,Karyawan,Lajang,"Rp62.535.000,- ",0,1,-2930,13,163558,48877,90560,215,45861,52702,1,3,2,8,3,Tidak pernah,Jawa,
